region,year,периодов_получено,ожидалось,полный_сезон
Ростовская область,2012,23,23,True
Ростовская область,2013,23,23,True
Ростовская область,2014,23,23,True
Ростовская область,2015,23,23,True
Ростовская область,2016,23,23,True
Ростовская область,2018,23,23,True
Ростовская область,2019,23,23,True
Ростовская область,2020,23,23,True
Ростовская область,2021,23,23,True
Ростовская область,2023,23,23,True
Ростовская область,2024,23,23,True
Ростовская область,2025,23,23,True
Рязанская область,2012,23,23,True
Рязанская область,2013,23,23,True
Рязанская область,2014,23,23,True
Рязанская область,2015,23,23,True
Рязанская область,2016,23,23,True
Рязанская область,2018,23,23,True
Рязанская область,2019,23,23,True
Рязанская область,2020,23,23,True
Рязанская область,2021,23,23,True
Рязанская область,2022,23,23,True
Рязанская область,2023,23,23,True
Рязанская область,2024,23,23,True
Рязанская область,2025,23,23,True
Самарская область,2012,23,23,True
Самарская область,2013,23,23,True
Самарская область,2014,23,23,True
Самарская область,2015,23,23,True
Самарская область,2016,23,23,True
Самарская область,2018,23,23,True
Самарская область,2019,23,23,True
Самарская область,2020,23,23,True
Самарская область,2021,23,23,True
Самарская область,2022,23,23,True
Самарская область,2023,23,23,True
Самарская область,2024,23,23,True
Самарская область,2025,23,23,True
Саратовская область,2012,23,23,True
Саратовская область,2013,23,23,True
Саратовская область,2014,23,23,True
Саратовская область,2015,23,23,True
Саратовская область,2016,23,23,True
Саратовская область,2018,23,23,True
Саратовская область,2019,23,23,True
Саратовская область,2020,23,23,True
Саратовская область,2021,23,23,True
Саратовская область,2022,23,23,True
Саратовская область,2023,23,23,True
Саратовская область,2024,23,23,True
Саратовская область,2025,23,23,True
Свердловская область,2012,23,23,True
Свердловская область,2013,23,23,True
Свердловская область,2014,23,23,True
Свердловская область,2015,23,23,True
Свердловская область,2016,23,23,True
Свердловская область,2018,23,23,True
Свердловская область,2019,23,23,True
Свердловская область,2020,23,23,True
Свердловская область,2021,23,23,True
Свердловская область,2022,23,23,True
Свердловская область,2023,23,23,True
Свердловская область,2024,23,23,True
Смоленская область,2012,23,23,True
Смоленская область,2013,23,23,True
Смоленская область,2014,23,23,True
Смоленская область,2015,23,23,True
Смоленская область,2016,23,23,True
Смоленская область,2018,23,23,True
Смоленская область,2019,23,23,True
Смоленская область,2020,23,23,True
Смоленская область,2021,23,23,True
Смоленская область,2022,23,23,True
Смоленская область,2023,23,23,True
Смоленская область,2024,23,23,True
Смоленская область,2025,23,23,True
Ставропольский край,2012,23,23,True
Ставропольский край,2013,23,23,True
Ставропольский край,2014,23,23,True
Ставропольский край,2015,23,23,True
Ставропольский край,2016,23,23,True
Ставропольский край,2018,23,23,True
Ставропольский край,2019,23,23,True
Ставропольский край,2020,23,23,True
Ставропольский край,2021,23,23,True
Ставропольский край,2023,23,23,True
Ставропольский край,2024,23,23,True
Ставропольский край,2025,23,23,True
Тамбовская область,2012,23,23,True
Тамбовская область,2013,23,23,True
Тамбовская область,2014,23,23,True
Тамбовская область,2015,23,23,True
Тамбовская область,2016,23,23,True
Тамбовская область,2018,23,23,True
Тамбовская область,2019,23,23,True
Тамбовская область,2020,23,23,True
Тамбовская область,2021,23,23,True
Тамбовская область,2022,23,23,True
Тамбовская область,2023,23,23,True
Тамбовская область,2024,23,23,True
Тамбовская область,2025,23,23,True
Тверская область,2012,23,23,True
Тверская область,2013,23,23,True
Тверская область,2014,23,23,True
Тверская область,2015,23,23,True
Тверская область,2016,23,23,True
Тверская область,2018,23,23,True
Тверская область,2019,23,23,True
Тверская область,2020,23,23,True
Тверская область,2021,23,23,True
Тверская область,2022,23,23,True
Тверская область,2023,23,23,True
Тверская область,2024,23,23,True
Тверская область,2025,23,23,True
Томская область,2012,23,23,True
Томская область,2014,23,23,True
Томская область,2016,23,23,True
Томская область,2018,23,23,True
Томская область,2019,23,23,True
Томская область,2020,23,23,True
Томская область,2021,23,23,True
Томская область,2022,23,23,True
Томская область,2023,23,23,True
Томская область,2024,23,23,True
Томская область,2025,23,23,True
Тульская область,2012,23,23,True
Тульская область,2013,23,23,True
Тульская область,2014,23,23,True
Тульская область,2015,23,23,True
Тульская область,2016,23,23,True
Тульская область,2018,23,23,True
Тульская область,2019,23,23,True
Тульская область,2020,23,23,True
Тульская область,2021,23,23,True
Тульская область,2022,23,23,True
Тульская область,2023,23,23,True
Тульская область,2024,23,23,True
Тульская область,2025,23,23,True
Тюменская область без автономных округов,2012,23,23,True
Тюменская область без автономных округов,2013,23,23,True
Тюменская область без автономных округов,2014,23,23,True
Тюменская область без автономных округов,2015,23,23,True
Тюменская область без автономных округов,2016,23,23,True
Тюменская область без автономных округов,2018,23,23,True
Тюменская область без автономных округов,2019,23,23,True
Тюменская область без автономных округов,2020,23,23,True
Тюменская область без автономных округов,2021,23,23,True
Тюменская область без автономных округов,2022,23,23,True
Тюменская область без автономных округов,2023,23,23,True
Тюменская область без автономных округов,2024,23,23,True
Тюменская область без автономных округов,2025,23,23,True
Удмуртская Республика,2012,23,23,True
Удмуртская Республика,2013,23,23,True
Удмуртская Республика,2014,23,23,True
Удмуртская Республика,2015,23,23,True
Удмуртская Республика,2016,23,23,True
Удмуртская Республика,2018,23,23,True
Удмуртская Республика,2019,23,23,True
Удмуртская Республика,2020,23,23,True
Удмуртская Республика,2021,23,23,True
Удмуртская Республика,2022,23,23,True
Удмуртская Республика,2023,23,23,True
Удмуртская Республика,2024,23,23,True
Удмуртская Республика,2025,23,23,True
Ульяновская область,2012,23,23,True
Ульяновская область,2013,23,23,True
Ульяновская область,2014,23,23,True
Ульяновская область,2015,23,23,True
Ульяновская область,2016,23,23,True
Ульяновская область,2018,23,23,True
Ульяновская область,2019,23,23,True
Ульяновская область,2020,23,23,True
Ульяновская область,2021,23,23,True
Ульяновская область,2022,23,23,True
Ульяновская область,2023,23,23,True
Ульяновская область,2024,23,23,True
Ульяновская область,2025,23,23,True
Хабаровский край,2012,23,23,True
Хабаровский край,2014,23,23,True
Хабаровский край,2015,23,23,True
Хабаровский край,2016,23,23,True
Хабаровский край,2018,23,23,True
Хабаровский край,2019,23,23,True
Хабаровский край,2020,23,23,True
Хабаровский край,2021,23,23,True
Хабаровский край,2022,23,23,True
Хабаровский край,2023,23,23,True
Хабаровский край,2024,23,23,True
Хабаровский край,2025,23,23,True
Челябинская область,2012,23,23,True
Челябинская область,2013,23,23,True
Челябинская область,2014,23,23,True
Челябинская область,2015,23,23,True
Челябинская область,2016,23,23,True
Челябинская область,2018,23,23,True
Челябинская область,2019,23,23,True
Челябинская область,2020,23,23,True
Челябинская область,2021,23,23,True
Челябинская область,2022,23,23,True
Челябинская область,2023,23,23,True
Челябинская область,2024,23,23,True
Чеченская Республика,2012,23,23,True
Чеченская Республика,2014,23,23,True
Чеченская Республика,2015,23,23,True
Чеченская Республика,2016,23,23,True
Чеченская Республика,2018,23,23,True
Чеченская Республика,2019,23,23,True
Чеченская Республика,2020,23,23,True
Чеченская Республика,2021,23,23,True
Чеченская Республика,2022,23,23,True
Чеченская Республика,2023,23,23,True
Чеченская Республика,2024,23,23,True
Чеченская Республика,2025,23,23,True
Чувашская Республика,2012,23,23,True
Чувашская Республика,2014,23,23,True
Чувашская Республика,2015,23,23,True
Чувашская Республика,2016,23,23,True
Чувашская Республика,2018,23,23,True
Чувашская Республика,2019,23,23,True
Чувашская Республика,2020,23,23,True
Чувашская Республика,2021,23,23,True
Чувашская Республика,2022,23,23,True
Чувашская Республика,2023,23,23,True
Чувашская Республика,2024,23,23,True
Чувашская Республика,2025,23,23,True
Ярославская область,2012,23,23,True
Ярославская область,2013,23,23,True
Ярославская область,2014,23,23,True
Ярославская область,2015,23,23,True
Ярославская область,2016,23,23,True
Ярославская область,2018,23,23,True
Ярославская область,2020,23,23,True
Ярославская область,2021,23,23,True
Ярославская область,2022,23,23,True
Ярославская область,2023,23,23,True
Ярославская область,2024,23,23,True
Ярославская область,2025,23,23,True
г. Москва,2014,23,23,True
г. Москва,2018,23,23,True
г. Москва,2022,23,23,True
